# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct 29 14:40:52 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_prad,koi_srad
4699,5560830,K03879.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.867719291,6.32300,2651.8,37.79,1.0560
4700,4147444,K03880.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,1.803697292,1.59220,69.7,1.00,1.1660
4701,9592850,K03883.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.219324537,4.75010,379055.0,60.62,0.8970
4702,4579313,K03884.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.112405306,2.58450,489.0,19.01,0.7560
4703,11614528,K03885.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.870990236,1.84320,642.6,26.10,1.0860
4704,8848288,K03886.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,5.566486910,10.93100,694.9,43.67,12.7010
4705,5308419,K03887.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.241483276,2.19500,141.0,27.25,1.0530
4706,8260198,K03888.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.955297055,1.74050,846.1,18.16,0.7340
4707,10733174,K03889.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,280.476576000,32.24000,651.2,3.16,0.8920
4708,8564976,K03890.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,152.825598900,22.68800,2173.5,34.85,7.5060
4709,8765560,K03891.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,47.109630600,5.74100,752.2,78.98,2.7800
4710,11760860,K03892.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.416601490,1.96990,83.6,0.92,1.0260
4711,3728432,K03893.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.908634570,1.77040,867.2,1.86,0.6530
4712,5473535,K03894.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.673662758,2.31350,316.4,23.42,1.0530
4713,12106934,K03895.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,5.937177240,5.35500,25450.0,594.32,1.0000
4714,6222898,K03896.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,3.890430620,6.59600,195.4,1.24,0.8960
4715,9161118,K03898.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.306723495,6.60600,12456.6,27.42,0.6570
4716,3556229,K03899.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.796720200,4.25304,167719.0,56.89,1.0000
4717,11911580,K03900.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,359.102042000,16.94900,1102.9,28.76,1.1080
4718,9480535,K03901.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,160.130899000,13.77500,1183.0,6.67,1.7590
4719,10583225,K03902.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.696345750,3.78500,185.2,1.46,1.0510
4720,5215251,K03903.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.553924603,9.83500,1680.1,32.67,0.9860
4721,5480736,K03904.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,8.567512640,5.44900,347.9,23.05,1.0540
4722,8487748,K03905.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,1.061934313,3.19400,607.0,15.14,0.5660
4723,9892856,K03906.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.406574511,3.43820,738.0,26.22,1.1070
4724,7137213,K03907.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,28.643388390,1.22460,624.3,5.82,1.7670
4725,10363115,K03908.01,CANDIDATE,CANDIDATE,0.6180,0,0,0,0,59.362794600,13.97200,233.6,2.23,1.4710
4726,5966810,K03909.01,CANDIDATE,CANDIDATE,0.9700,0,0,0,0,247.891041000,18.36300,956.6,4.74,1.5360
4727,10491062,K03910.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.199076661,6.11000,777.4,21.72,0.7910
4728,9761615,K03911.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.791109970,2.09170,167.5,1.29,0.9990
4729,4058881,K03912.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,7.772411440,5.27200,286.9,1.69,0.9930
4730,10281221,K03913.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.582895412,1.05280,587.5,5.87,1.0090
4731,5471496,K03914.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.426180050,28.19490,1522.8,3.48,0.6840
4732,4544620,K03915.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.189090653,5.20940,1027.1,23.25,0.7770
4733,5784777,K03916.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.339056060,1.64150,755.5,1.90,0.7040
4734,11466960,K03917.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.695954898,1.46900,318.1,2.58,1.4250
4735,3124420,K03918.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.948951607,4.38090,458463.0,115.31,1.0000
4736,4649440,K03919.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,19.370707810,2.24660,653.2,108.54,4.3350
4737,2437488,K03920.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,14.469939420,7.45500,1235.3,85.84,9.0430
4738,10083623,K03921.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.278555003,1.42470,1478.0,5.19,0.8270
4739,7024530,K03922.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,66.153978300,5.89600,6951.0,9.69,0.9990
4740,5015459,K03923.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,158.322637900,2.18810,4863.0,25.41,0.5720
4741,1433980,K03924.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.592634161,8.94880,155156.0,100.20,1.7680
4742,10788461,K03925.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,9.207563400,3.36500,1243.1,5.50,1.3030
4743,10788461,K03925.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.590395800,2.08800,330.9,2.55,1.3030
4744,10788461,K03925.03,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,5.323533500,2.71400,342.4,2.69,1.3030
4745,11667548,K03926.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.831741499,2.29700,1231.1,41.62,1.1400
4746,8868649,K03927.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,4.447371120,19.45000,224.4,2.06,0.9810
4747,4242692,K03928.01,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,1.138548215,2.14820,66.2,1.45,1.7130
4748,8781480,K03929.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,121.059803700,3.11200,1563.0,1680.99,60.6880
4749,11607176,K03930.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,3.282742720,8.90000,292.8,1.85,0.8200
4750,10661718,K03931.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.231361934,5.43300,471.0,2.93,1.0160
4751,6137681,K03932.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,356.535835000,5.46700,3113.0,28.27,0.7500
4752,11244682,K03933.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.490785878,1.45130,336.8,1.32,0.7250
4753,9655419,K03934.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.921494870,1.89100,1006.0,79.14,2.2470
4754,5895158,K03935.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.093665854,1.43990,218.4,1.29,0.8740
4755,4947556,K03936.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,141.608555000,7.68500,1263.1,2.98,0.8440
4756,4947556,K03936.02,CANDIDATE,CANDIDATE,0.9100,0,0,0,0,13.026796400,0.78500,356.6,2.08,0.8440
4757,7362696,K03937.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.931298740,1.86260,676.1,21.42,0.7790
4758,3865595,K03938.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,5.591874480,1.67820,236.4,104.18,58.3250
4759,9593528,K03939.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.886654450,1.34300,2098.0,43.81,1.2490
4760,5195945,K03940.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,14.536822280,3.19500,1032.3,73.15,5.8550
4761,8552587,K03941.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,1.061935973,3.31770,337.9,24.17,1.0620
4762,6019872,K03942.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.485898163,2.44600,224.6,14.96,0.7270
4763,7679812,K03943.01,CANDIDATE,CANDIDATE,0.9740,0,0,0,0,38.576348300,19.86100,282.1,2.05,1.2210
4764,4864734,K03944.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.845610523,2.33700,374.1,77.83,2.9780
4765,3121340,K03945.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.723947772,2.12500,242.7,52.16,2.8970
4766,8636434,K03946.01,CONFIRMED,CANDIDATE,0.9880,0,0,0,0,308.544422000,18.50300,586.8,3.28,1.3490
4767,5952366,K03947.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.905679492,2.11640,2299.0,35.74,1.0000
4768,5952366,K03947.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,22.735911000,42.43500,2311.0,5.07,1.0000
4769,6045250,K03948.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.909310626,3.44110,12126.6,48.79,1.1060
4770,5598595,K03949.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.648774274,2.64300,231.0,1.08,0.7290
4771,4544572,K03950.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,2.189092892,5.11280,1871.5,33.45,0.9660
4772,5738634,K03951.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.404353350,4.07000,70.6,3.05,3.3580
4773,10152836,K03952.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,220.929012100,7.33500,2456.5,5.24,0.9410
4774,10651816,K03953.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,3.187751900,14.83600,452.3,19.66,0.8960
4775,8030339,K03954.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.652443730,1.47100,610.7,2.17,0.8830
4776,8030339,K03954.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.716687870,1.97000,431.7,1.92,0.8830
4777,9899414,K03955.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.332564704,5.97750,1049.5,30.04,0.9720
4778,5471059,K03956.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.636899795,0.91050,426.2,49.84,0.8470
4779,5471059,K03956.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.424955900,16.33200,110.4,0.88,0.8470
4780,7458309,K03957.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.660629055,5.89400,231.6,17.38,0.8490
4781,7777372,K03958.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.885123683,3.38650,113.3,1.14,0.9980
4782,9282769,K03959.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,1.332567005,6.33730,401.3,27.36,1.2230
4783,7777416,K03960.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.545572590,5.63600,529.0,1.97,0.8630
4784,7597005,K03961.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.704541784,1.07260,275.2,1.72,1.0120
4785,5479717,K03962.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.697996932,4.33230,9094.6,28.06,0.6950
4786,3764714,K03963.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,6.634497210,22.98200,919.1,85.25,2.8170
4787,9957351,K03964.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.991105114,2.21370,286389.0,36.87,0.5780
4788,5385575,K03965.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425580393,57.20120,1131.0,21.34,0.7430
4789,3732035,K03966.01,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,138.944022000,10.61100,530.2,2.57,1.1150
4790,5385697,K03967.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.426045400,27.76910,582.1,2.64,0.8170
4791,5385697,K03967.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.426000200,30.19660,468.6,2.39,0.8170
4792,8823833,K03968.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,1.506501360,3.11260,66.9,0.80,0.9480
4793,5475494,K03969.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.736194480,1.11480,247.3,1.84,1.0900
4794,9412445,K03970.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,10.186707590,7.49800,261.2,0.95,0.5550
4795,6057684,K03972.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.540289560,3.61900,293.5,21.45,0.9930
4796,11568224,K03973.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.882131829,6.81060,3620.9,8.13,0.9110
4797,7938883,K03974.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.489682339,1.74950,431674.0,37.47,0.5300
4798,9280239,K03975.01,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,364.751562000,13.05700,1481.5,2.89,0.6300
4799,4544571,K03976.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.189098506,5.14980,2533.7,29.70,0.8590
4800,3245661,K03977.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.708805500,3.67890,17575.0,41.08,0.9080
4801,10090219,K03978.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.286125730,12.40800,301.6,22.63,1.0120
4802,9899217,K03979.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.332549710,4.69000,158.3,1.36,1.0040
4803,6750902,K03980.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.469334634,0.88640,340.4,2.40,1.0080
4804,5895588,K03981.01,FALSE POSITIVE,FALSE POSITIVE,0.1320,0,0,1,0,0.849277809,3.13700,690.8,20.11,0.8530
4805,5303557,K03982.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.399081606,4.38400,6071.6,40.60,1.0000
4806,10227863,K03983.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,5.140726210,27.24000,145.6,19.28,1.0350
4807,8036287,K03984.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.444452340,0.97530,200.7,2.03,1.4490
4808,9602562,K03985.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,3.556536370,8.70000,202.5,1.70,1.1140
4809,10668665,K03986.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,9.608536010,3.67200,584.4,31.99,1.1580
4810,10407020,K03987.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.933747751,3.92360,76.6,2.07,2.1870
4811,5385491,K03988.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425484000,28.02180,117.2,1.55,1.0170
4812,5551504,K03989.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,1.204529346,1.62000,86.9,1.40,1.5040
4813,6421503,K03990.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.158395830,8.09000,352.2,14.28,0.6620
4814,10352333,K03991.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.570592397,0.62300,214.4,1.37,0.9210
4815,3228988,K03992.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.730947010,4.22300,227.7,15.83,0.8370
4816,2970804,K03993.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.686994057,3.52520,2797.1,35.30,1.0000
4817,7552701,K03994.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.324247867,1.47590,83.3,1.30,1.4060
4818,7418173,K03995.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.780632043,1.41090,736.5,79.67,2.1800
4819,3228804,K03996.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.730947169,4.39600,248.0,14.43,0.8260
4820,2442359,K03997.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.552834211,1.28870,145.7,18.09,2.6480
4821,7707742,K03998.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.758354475,4.56811,581782.0,149.44,1.8300
4822,2010191,K03999.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,3.435251240,4.50900,152.2,25.43,1.7420
4823,5471675,K04000.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.962828092,4.41100,63.0,40.82,3.4400
4824,9851943,K04001.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.081935491,5.13600,202.9,0.99,0.7180
4825,5773121,K04002.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.524175803,0.76480,236.8,1.27,0.8150
4826,2708420,K04003.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.891298810,5.29400,82.0,0.86,0.8930
4827,4814502,K04004.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.943305960,2.93340,126.2,1.41,1.0080
4828,8142787,K04005.01,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,178.139072000,9.65400,678.8,2.25,0.8790
4829,5471690,K04006.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.424733300,16.82800,40.5,1.47,2.1930
4830,8376848,K04007.01,CANDIDATE,CANDIDATE,0.9640,0,0,0,0,11.492711200,7.76400,291.5,25.01,1.0050
4831,5350447,K04008.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,70.751198600,6.19800,858.1,27.74,0.9360
4832,8934103,K04009.01,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,175.138920000,10.76700,634.5,3.06,1.2410
4833,8934103,K04009.02,CANDIDATE,CANDIDATE,0.9300,0,0,0,0,77.792718000,6.08000,287.9,2.17,1.2410
4834,5288577,K04010.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.728530030,3.81900,99.1,2.43,2.2370
4835,11969988,K04011.01,CANDIDATE,CANDIDATE,0.4950,0,0,0,0,2.190687380,4.41000,66.3,1.68,1.9750
4836,4832225,K04013.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.947730124,1.11710,152.5,2.82,2.1840
4837,9009953,K04014.01,CANDIDATE,CANDIDATE,0.9820,0,0,0,0,234.240739000,12.92500,464.1,3.41,1.2480
4838,8282846,K04015.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,133.303247000,7.34200,1017.5,2.67,0.8640
4839,5938970,K04016.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,125.413230200,2.32410,1345.0,3.14,0.7470
4840,8381693,K04017.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,21.570291700,40.40000,148.7,29.53,1.6280
4841,4929299,K04018.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.868723418,1.46170,197.1,1.87,1.0460
4842,7038096,K04020.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,0.566803149,1.64300,246.0,1.93,1.0960
4843,11967788,K04021.01,CANDIDATE,CANDIDATE,0.8480,0,0,0,0,7.235313290,3.33800,112.2,1.53,1.4210
4844,11967788,K04021.02,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,4.932119320,3.14400,50.5,1.02,1.4210
4845,7733731,K04022.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,4.858194290,5.35600,76.3,2.04,2.3260
4846,6862332,K04023.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,119.019264800,8.10000,1977.0,4.44,0.9050
4847,10714072,K04024.01,CONFIRMED,CANDIDATE,0.9880,0,0,0,0,8.406930680,1.86600,167.1,1.95,1.5330
4848,10992011,K04025.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.974479091,1.86600,221.2,1.19,0.8190
4849,4067110,K04026.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.735146413,5.05300,275.4,168.34,7.4350
4850,8694309,K04027.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.827351796,2.18850,44.7,0.90,1.3100
4851,7818447,K04028.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.618952198,2.82440,8324.1,4.96,0.1160
4852,11569475,K04029.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,1.317234120,7.28400,422.7,125.56,12.0800
4853,9551430,K04030.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,7.755380800,22.32100,839.6,22.20,0.7660
4854,3228986,K04031.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.730949487,2.36700,87.3,1.27,1.1910
4855,7100673,K04032.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.951166350,2.56600,60.9,0.83,1.0650
4856,7100673,K04032.02,CONFIRMED,CANDIDATE,0.9930,0,0,0,0,2.892239980,2.52100,44.3,0.70,1.0650
4857,7100673,K04032.03,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,5.992732650,2.65020,69.8,0.91,1.0650
4858,7100673,K04032.04,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.101106660,2.65700,65.1,0.85,1.0650
4859,7100673,K04032.05,CANDIDATE,CANDIDATE,0.7900,0,0,0,0,7.235242210,2.68500,60.0,0.82,1.0650
4860,4138557,K04033.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.991552822,1.13500,607.2,37.93,1.8620
4861,10089911,K04034.01,CONFIRMED,FALSE POSITIVE,0.1000,1,0,0,0,6.967049260,3.73000,213.7,6.14,3.5300
4862,10089911,K04034.02,FALSE POSITIVE,FALSE POSITIVE,0.2160,1,0,0,0,11.608935100,2.95700,199.6,46.44,3.5300
4863,3247404,K04035.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,8.810972100,4.82200,24048.0,47.94,1.0000
4864,11415243,K04036.01,CONFIRMED,CANDIDATE,0.9650,0,0,0,0,168.811330000,6.58200,614.4,1.69,0.7070
4865,8264402,K04037.01,CANDIDATE,CANDIDATE,0.9640,0,0,0,0,215.956008000,10.42500,392.7,3.36,1.3130
4866,7773179,K04038.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.156815380,5.11500,106.5,1.06,0.9830
4867,11145831,K04039.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.387838134,2.25200,136.8,1.24,1.0440
4868,11444952,K04040.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.678349364,3.09200,486.0,19.06,0.8290
4869,8647295,K04041.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.022028468,8.86600,1344.5,26.91,0.8550
4870,3444098,K04042.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.723596990,1.32600,495.6,6.73,2.8580
4871,5112567,K04043.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.615605200,14.55000,1582.0,34.69,1.6230
4872,5201115,K04044.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,1.728521892,3.36100,92.2,1.19,1.1570
4873,2708203,K04045.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.891258550,5.41500,67.9,0.81,0.9270
4874,4150496,K04046.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,8.653128680,3.37600,508.6,20.38,0.8930
4875,4150496,K04046.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,94.224980000,22.44500,346.3,1.84,0.8930
4876,9655005,K04047.01,CANDIDATE,CANDIDATE,0.1960,0,1,0,0,1.398627570,9.62500,45.5,2.39,3.3670
4877,10272389,K04048.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,4.564474630,6.41500,208.4,1.13,0.7700
4878,4679687,K04049.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.027904857,1.63810,2381.2,30.48,0.8720
4879,7968683,K04050.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,367.955660000,21.87700,1414.1,3.62,0.6960
4880,10360722,K04051.01,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,163.692336000,6.85300,1138.0,2.75,0.8430
4881,9091755,K04052.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,1.106529843,6.25800,319.5,1.91,0.7980
4882,1718958,K04053.01,CANDIDATE,CANDIDATE,0.9850,0,0,0,0,1.419758310,1.42900,60.9,0.85,1.0350
4883,6428794,K04054.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,169.135056000,8.93100,640.7,2.21,0.8010
4884,3228825,K04055.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.730954910,2.20600,29.6,0.88,1.5870
4885,4673628,K04056.01,CANDIDATE,CANDIDATE,0.8380,0,0,0,0,3.951383138,1.05820,405.7,23.51,0.8990
4886,3757407,K04057.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,9.089151782,3.18860,110.1,4.35,4.0990
4887,4769931,K04058.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.878869730,3.87600,181.9,1.04,0.7340
4888,9220612,K04059.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.979161676,2.94200,160.2,1.03,0.7800
